       20	          6,050000	      true	         11,250000	      true	          4,950000	      true
       40	         12,100000	      true	         21,350000	      true	         10,750000	      true
       60	         24,000000	      true	         35,750000	      true	         22,750000	      true
       80	         19,900000	      true	         27,250000	      true	         19,050000	      true
      100	          6,950000	      true	          8,750000	      true	          6,750000	      true
      120	         10,300000	      true	         10,800000	      true	         10,300000	      true
      140	         16,950000	      true	         14,750000	      true	         18,150000	      true
      160	         17,450000	      true	         15,700000	      true	         10,250000	      true
      180	         24,300000	      true	         21,050000	      true	         14,900000	      true
      200	         26,500000	      true	         20,750000	      true	         16,500000	      true
      220	         28,650000	      true	         21,750000	      true	         17,400000	      true
      240	         32,650000	      true	         23,150000	      true	         19,450000	      true
      260	         38,600000	      true	         26,750000	      true	         23,300000	      true
      280	         45,100000	      true	         28,350000	      true	         26,000000	      true
      300	         53,100000	      true	         30,550000	      true	         29,750000	      true
      320	         65,550000	      true	         37,400000	      true	         25,650000	      true
      340	         75,250000	      true	         42,000000	      true	         27,700000	      true
      360	         80,700000	      true	         43,850000	      true	         29,450000	      true
      380	         82,750000	      true	         39,700000	      true	         29,800000	      true
      400	         89,550000	      true	         42,000000	      true	         32,550000	      true
      420	         96,800000	      true	         44,600000	      true	         34,700000	      true
      440	        105,400000	      true	         47,100000	      true	         40,400000	      true
      460	        114,600000	      true	         49,100000	      true	         40,750000	      true
      480	        133,650000	      true	         54,700000	      true	         46,600000	      true
      500	        139,500000	      true	         53,700000	      true	         46,650000	      true
      520	        153,000000	      true	         56,950000	      true	         51,200000	      true
      540	        158,300000	      true	         59,250000	      true	         55,200000	      true
      560	        168,150000	      true	         63,400000	      true	         59,150000	      true
      580	        180,500000	      true	         63,600000	      true	         61,050000	      true
      600	        194,550000	      true	         66,600000	      true	         65,550000	      true
      620	        206,550000	      true	         69,000000	      true	         48,200000	      true
      640	        219,350000	      true	         70,200000	      true	         51,100000	      true
      660	        234,150000	      true	         74,000000	      true	         53,250000	      true
      680	        246,450000	      true	         76,550000	      true	         56,100000	      true
      700	        260,750000	      true	         78,950000	      true	         58,600000	      true
      720	        275,300000	      true	         81,500000	      true	         61,400000	      true
      740	        289,550000	      true	         83,600000	      true	         63,750000	      true
      760	        304,950000	      true	         86,050000	      true	         66,650000	      true
      780	        322,600000	      true	         88,050000	      true	         69,500000	      true
      800	        339,700000	      true	         91,200000	      true	         72,250000	      true
      820	        357,400000	      true	         94,200000	      true	         75,350000	      true
      840	        405,350000	      true	        100,000000	      true	         84,150000	      true
      860	        388,600000	      true	         99,200000	      true	         80,400000	      true
      880	        409,900000	      true	        100,100000	      true	         83,800000	      true
      900	        421,950000	      true	        102,900000	      true	         84,900000	      true
      920	        455,600000	      true	        106,100000	      true	         89,550000	      true
      940	        453,800000	      true	        106,000000	      true	         91,000000	      true
      960	        475,650000	      true	        108,700000	      true	         95,800000	      true
      980	        491,750000	      true	        114,050000	      true	         97,850000	      true
     1000	        510,200000	      true	        115,200000	      true	        101,200000	      true
